strain	study	division	country	region	year	date	ENA	All_samples_same_individual	Population	%_callable	QC_pass	Exclusion_reason	Is_returning_traveller
XM_012909351.2/Plasmodium-reichenowi			Cameroon	Africa	2013	2013-02-13							
